id,artist,album,album_art,top_emotion,id1,id2,id3,id4,id5
9919,Antwon,Heavy Hearted in Doldrums,https://i.scdn.co/image/ab67616d0000b2734932d23e10bc514a37b6e606,sadness,5706,3887,5120,8522,3137
9920,The Horrors,Luminous,https://i.scdn.co/image/ab67616d0000b27360e0e233a3082ed0701b0467,surprise,1249,5653,3430,4048,2248
9921,Tune-Yards,Nikki Nack,https://i.scdn.co/image/ab67616d0000b27321bf3ab2f1350be9cf872b73,surprise,9749,8275,2862,7641,7328
9922,Wussy,Attica!,https://i.scdn.co/image/ab67616d0000b2738a0f3e44072852e85573c538,joy,6345,10399,9286,5890,9083
9923,Foxygen,Take The Kids Off Broadway,https://i.scdn.co/image/ab67616d0000b273a4fc1b82e46b3439f1836472,surprise,487,1715,6163,9383,2542
9924,Azealia Banks,Fantasea,https://i.scdn.co/image/ab67616d0000b2735508007e6b1886c62fec6422,anger,1552,4514,979,6368,6874
9925,Passion Pit,Gossamer,https://i.scdn.co/image/ab67616d0000b273f860547bc8ba0c59df4fe2c3,joy,1042,10085,749,7289,1218
9926,Icky Blossoms,Icky Blossoms,https://i.scdn.co/image/ab67616d0000b273b07f38b9637701402b0523b4,joy,5354,10842,3870,9619,3360
9927,Family Band,Grace & Lies,https://i.scdn.co/image/ab67616d0000b273c764385bf7020dc1e8be1a24,surprise,1055,9092,11032,2172,261
9928,John Maus,A Collection of Rarities and Previously Unreleased Material,https://i.scdn.co/image/ab67616d0000b273f63150839ebcdf2f8d8b4ce2,sadness,3661,3542,3302,8314,8552
9929,Nas,Life Is Good,https://i.scdn.co/image/ab67616d0000b2733d97322947731343a40fc089,anger,1262,6705,9046,815,822
9930,Poolside,Pacific Standard Time,https://i.scdn.co/image/ab67616d0000b273328cc33e3e77b9d3c5313125,surprise,552,2766,6956,6343,475
9931,Mock Orange,Put the Kid on the Sleepy Horse,https://i.scdn.co/image/ab67616d0000b27360ca1df9216aebe39d494c4f,sadness,2179,8595,8702,2849,4180
9932,David Bowie,Changesonebowie,https://i.scdn.co/image/ab67616d0000b27343f6e27d787a457b8a52d3a4,joy,1825,2648,9357,566,9802
9933,Dawn Richard,Infrared,https://i.scdn.co/image/ab67616d0000b273d61476f0b28c202f22aec4bf,joy,1484,3732,4667,7377,3525
9934,So So Glos,Kamikaze,https://i.scdn.co/image/ab67616d0000b2737dce81557c879aa713c8309e,sadness,5214,8968,9534,7565,7465
9935,Terry Allen,Juarez,https://i.scdn.co/image/ab67616d0000b2737e03031ee423e474ba1369df,joy,10821,3292,6002,7318,7208
9936,Bob Dylan,Fallen Angels,https://i.scdn.co/image/ab67616d0000b27390e16023e3a2b202820c15ed,joy,2235,3615,10087,8852,8777
9937,Pantha du Prince,The Triad,https://i.scdn.co/image/ab67616d0000b2736f1dab36da2f86e284c2a0d3,surprise,8570,9067,8489,10308,10640
9938,Eagulls,Ullages,https://i.scdn.co/image/ab67616d0000b273811c6feab61b4f96a547d931,sadness,2918,1040,4184,9096,1982
9939,Gorky's Zygotic Mynci,Spanish Dance Troupe,https://i.scdn.co/image/ab67616d0000b2737ffaca08a684841910f59673,joy,10074,5371,5224,9712,2016
9940,Pet Shop Boys,Nightlife,https://i.scdn.co/image/ab67616d0000b2738c5f3d1fd2cd432b9c5d8c8a,joy,4372,11031,699,8775,5917
9941,Le Tigre,Le Tigre,https://i.scdn.co/image/ab67616d0000b2735a89b59fec31efd8f780a6bb,anger,6643,1424,5975,6890,8002
9942,Make-Up,Save Yourself,https://i.scdn.co/image/ab67616d0000b273cf9a767a8eda6461681ebb20,surprise,7394,6911,7323,9841,2953
9943,The High Llamas,Snowbug,https://i.scdn.co/image/ab67616d0000b273112217a40027b03380b45df3,joy,8778,7717,1406,4425,5118
9944,Luna,The Days of Our Nights,https://i.scdn.co/image/ab67616d0000b273b618151ad5f629e51da258eb,sadness,1388,1202,970,3457,7330
9945,Faithless,Sunday 8pm,https://i.scdn.co/image/ab67616d0000b273b7720ff2d51b9703fb4b4d6a,sadness,9583,10565,10217,4401,5842
9946,Blitzen Trapper,VII,https://i.scdn.co/image/ab67616d0000b2736de57dba65847ed781470bd3,joy,9476,10671,7706,4783,4976
9947,Lorde,Pure Heroine,https://i.scdn.co/image/ab67616d0000b273187331e276c898d39764cc98,joy,7675,5554,935,10393,10246
9948,Danny Brown,Old,https://i.scdn.co/image/ab67616d0000b27368b3cdb0e859e5c1af35ddbd,anger,4831,9793,5241,4537,4969
9949,The Foreign Exchange,Love In Flying Colors,https://i.scdn.co/image/ab67616d0000b273ca04eb5b67f9c722e3b96471,joy,638,1952,1993,7050,6018
9950,Devin Davis,"Lonely People of the World, Unite!",https://i.scdn.co/image/ab67616d0000b2733fcf8a6226b219a258dfaf89,sadness,1819,8458,8514,10759,8760
9951,Keren Ann,Nolita,https://i.scdn.co/image/ab67616d0000b273c9a5c18823ecd1e57b09b57e,joy,894,910,5276,10557,6222
9952,Daft Punk,Human After All,https://i.scdn.co/image/ab67616d0000b273d8601e15fa1b4351fe1fc6ae,joy,986,6721,10692,1684,5417
9953,Cephalic Carnage,Anomalies,https://i.scdn.co/image/ab67616d0000b273e8de8e457e6762c947877c39,sadness,10472,5851,2845,2261,2637
9954,Kathleen Edwards,Back to Me,https://i.scdn.co/image/ab67616d0000b273376963de81e7b48a59dd56ee,anger,8409,1340,10802,542,2986
9955,Tinashe,Nightride,https://i.scdn.co/image/ab67616d0000b273e274314496a99e095ec40f72,joy,8942,2087,9995,10214,8798
9956,Yaroze Dream Suite,Yaroze Dream Suite,https://i.scdn.co/image/ab67616d0000b273d9dc8a4f30cb0dafeb5bcc79,joy,4428,10220,910,9253,2752
9957,Thee Oh Sees,An Odd Entrances,https://i.scdn.co/image/ab67616d0000b2737944954e90b304fece5bc405,sadness,10563,8383,6590,8354,8485
9958,Marching Church,Telling It Like It Is,https://i.scdn.co/image/ab67616d0000b273e7cc6d19858d383ef7617571,sadness,9748,1359,9614,3065,9286
9959,Apollo Sunshine,Shall Noise Upon,https://i.scdn.co/image/ab67616d0000b273c052bad6a067197de0fb95a1,joy,9234,3618,5434,7869,5882
9960,Krisiun,Southern Storm,https://i.scdn.co/image/ab67616d0000b2739f0e846883df761249f533dd,anger,4868,7712,10031,3588,3223
9961,Madlib,WLIB AM: King of the Wigflip,https://i.scdn.co/image/ab67616d0000b273fa7929b9a2e83c68d5f041eb,anger,3845,1530,3903,5074,1139
9962,UNKLE,End Titles...Stories for Film,https://i.scdn.co/image/ab67616d0000b273b0f1f6c09370aaabe342976b,anger,10046,5126,4644,1391,4280
9963,Mercury Rev,Snowflake Midnight,https://i.scdn.co/image/ab67616d0000b2733cd116d8b4a26ce7b8b70475,anger,4947,4397,698,565,1583
9964,DJ Khaled,We Global,https://i.scdn.co/image/ab67616d0000b273bec1148b4eaedccbddca97d6,anger,3517,7259,653,2221,872
9965,Horse Feathers,House With No Home,https://i.scdn.co/image/ab67616d0000b273178a957885659960e79b2056,surprise,186,6044,764,9779,6832
9966,Dungen,4,https://i.scdn.co/image/ab67616d0000b273a546f667bb8b08597034b059,anger,3955,6855,1179,1524,411
9967,Luomo,The Present Lover,https://i.scdn.co/image/ab67616d0000b273f43055c37c95c12421a688c5,sadness,426,3538,10571,10704,4945
9968,Cass McCombs,A,https://i.scdn.co/image/ab67616d0000b2734e85d671974cb8fed8d31eab,anger,1406,5384,9236,9406,2436
9969,Clem Snide,Soft Spot,https://i.scdn.co/image/ab67616d0000b2735b198cdbc94a51f4cc5cf1f6,joy,10650,232,3062,9253,2132
9970,John Coltrane,The Olatunji Concert: The Last Live Recording,https://i.scdn.co/image/ab67616d0000b273ff0808ff66c73a5ede147340,surprise,3390,20,4748,10003,10167
9971,The Strokes,Is This It,https://i.scdn.co/image/ab67616d0000b27313f2466b83507515291acce4,sadness,4164,4576,6559,1793,4744
9972,The National,The National,https://i.scdn.co/image/ab67616d0000b273e9409f13ee27b7b678dd6e3d,anger,8560,7682,7984,5991,6878
9973,The Rural Alberta Advantage,Hometowns,https://i.scdn.co/image/ab67616d0000b273c9b282dc2d2b3cc1ff55d67b,joy,3010,6010,2290,749,2621
9974,We Were Promised Jetpacks,These Four Walls,https://i.scdn.co/image/ab67616d0000b27394335d8e186a2d5995345203,sadness,2871,117,9614,7764,9123
9975,Son Volt,American Central Dust,https://i.scdn.co/image/ab67616d0000b273a0d51d4fe30245b988c28422,sadness,7598,4510,2267,1859,2375
9976,Moby,Wait for Me,https://i.scdn.co/image/ab67616d0000b2731af62a73fbf0b4184685be52,sadness,9232,2338,7984,9899,6979
9977,Royal City,Royal City,https://i.scdn.co/image/ab67616d0000b273620a712cd4257db404ce6c6a,anger,6023,8235,561,4528,8934
9978,Dead Prez,Pulse of the People,https://i.scdn.co/image/ab67616d0000b273052665a01e1462083642ccc4,anger,8523,10459,9320,10097,8835
9979,Marilyn Manson,Heaven Upside Down,https://i.scdn.co/image/ab67616d0000b273c1124f8bdeef9469f0e54bb1,anger,6014,702,4119,7580,2509
9980,Smokepurpp,DEADSTAR,https://i.scdn.co/image/ab67616d0000b273713a9bf340b5d911a4401cd7,anger,3855,7966,1901,9628,9288
9981,"Tom Petty, The Heartbreakers",Damn the Torpedoes,https://i.scdn.co/image/ab67616d0000b273ebca7d93f21ba366fe005966,sadness,3548,7648,8076,10406,7788
9982,Tom Petty,Full Moon Fever,https://i.scdn.co/image/ab67616d0000b27336572e6726714544f5bed456,sadness,10204,9026,7676,8293,10447
9983,"Tom Petty, The Heartbreakers",Tom Petty and the Heartbreakers,https://i.scdn.co/image/ab67616d0000b2737e42a53ea7f2ad4f36ab23a5,anger,3293,10517,8040,4811,1241
9984,Tom Petty,Wildflowers,https://i.scdn.co/image/ab67616d0000b27341be6d9cf0ec0067d095a072,sadness,4418,6247,6933,3652,7475
9985,The Replacements,For Sale: Live at Maxwell’s 1986,https://i.scdn.co/image/ab67616d0000b2737c05522aa668f39cdb80abf8,anger,4456,1243,2491,801,10398
9986,The Weather Station,The Weather Station,https://i.scdn.co/image/ab67616d0000b273b21d797800e56bcdbee20476,sadness,3840,10068,10269,5927,8744
9987,Alex Lahey,I Love You Like a Brother,https://i.scdn.co/image/ab67616d0000b273eb686b685eca41b9ff8a6da4,joy,1444,1379,5658,68,8551
9988,Prurient,Black Vase,https://i.scdn.co/image/ab67616d0000b273bcd0afd2e68d5c2416697221,anger,3989,10281,4527,576,9786
9989,Panic! At The Disco,A Fever You Can't Sweat Out,https://i.scdn.co/image/ab67616d0000b2730a8881b0d247346c3c447bf3,joy,9282,230,871,10293,1025
9990,Death Vessel,Stay Close,https://i.scdn.co/image/ab67616d0000b273c861fc704b80617908199ea8,joy,9110,4860,5953,2493,2118
9991,Acid House Kings,Sing Along With Acid House Kings,https://i.scdn.co/image/ab67616d0000b273b43d9969d28d1884fee46b39,joy,5266,6829,6891,9676,7735
9992,The Darkness,One Way Ticket to Hell...and Back,https://i.scdn.co/image/ab67616d0000b2735590b1dcf36d6358ff47e774,joy,8141,5550,215,6246,90
9993,Slowdive,Just for a Day,https://i.scdn.co/image/ab67616d0000b2732dd4e9cdd4ecf1e9c691bdf4,sadness,3158,8918,8855,9797,5819
9994,Greg Dulli,Amber Headlights,https://i.scdn.co/image/ab67616d0000b2738b391db442bc698f4d44093f,joy,4532,1436,5367,6809,84
9995,Isaac Hayes,Ultimate Isaac Hayes-- Can You Dig It?,https://i.scdn.co/image/ab67616d0000b273518e8f3314611ffd4a056edb,joy,7853,4525,6490,10132,1946
9996,Anjou,Anjou,https://i.scdn.co/image/ab67616d0000b273ff82cf6205fd00f22bcc7761,joy,10872,8754,6578,839,5977
9997,Tweedy,Sukierae,https://i.scdn.co/image/ab67616d0000b273e3a0f763ec0a0af98611da74,sadness,7628,622,1399,10159,3721
9998,Iron Reagan,The Tyranny of Will,https://i.scdn.co/image/ab67616d0000b273cb051742cb8f31f5ddff4194,anger,4392,2356,4291,3723,5888
9999,Various Artists,Vibe 2,https://i.scdn.co/image/ab67616d0000b273ad60fb3a78c6df55b4957f65,anger,3084,2943,6617,2485,5640
10000,Royal Blood,Royal Blood,https://i.scdn.co/image/ab67616d0000b273eaa9562cf4d41f869c9e9379,anger,477,6052,124,2553,5247
10001,Mr Twin Sister,Mr Twin Sister,https://i.scdn.co/image/ab67616d0000b273e856871f9fb804844ff194dd,surprise,6371,6585,7696,9070,6951
10002,Young Money,We Are Young Money,https://i.scdn.co/image/ab67616d0000b273cad1e37b4b31b5484325acd3,anger,5783,4585,3501,5667,2776
10003,Deerhunter,Cryptograms,https://i.scdn.co/image/ab67616d0000b27380c82a1451b30242fe7ad9ae,surprise,10167,1612,2534,60,551
10004,Clap Your Hands Say Yeah,Some Loud Thunder,https://i.scdn.co/image/ab67616d0000b2735b245a2978d650174fa74cc2,joy,1381,4676,4996,1776,7807
10005,Aereogramme,My Heart Has a Wish That You Would Not Go,https://i.scdn.co/image/ab67616d0000b273bce873a6a314a611cc76fb25,joy,3629,4870,296,6376,7832
10006,Hayden,Skyscraper National Park,https://i.scdn.co/image/ab67616d0000b2739768af992a5cdccf3ed67ef9,surprise,2037,6319,10374,10348,5387
10007,Sarah Dougher,The Bluff,https://i.scdn.co/image/ab67616d0000b273279c628d34f6db251ec9fa03,sadness,10587,4839,5712,10526,8634
10008,Sorry About Dresden,The Convenience of Indecision,https://i.scdn.co/image/ab67616d0000b273be9e6966756be8d24f2e95fa,sadness,1593,678,2857,6434,4774
10009,Chloe x Halle,The Kids Are Alright,https://i.scdn.co/image/ab67616d0000b273c802775235748dd21e1c6b12,sadness,5458,3738,976,431,5643
10010,Alice Bag,Blueprint,https://i.scdn.co/image/ab67616d0000b2736004266de4c530d13ef3d915,sadness,2636,318,333,1354,5639
10011,Sunflower Bean,Twentytwo in Blue,https://i.scdn.co/image/ab67616d0000b273a9f76b6557fce970cb6b8fbe,anger,10073,6839,549,403,5821
10012,The Kinks,Something Else,https://i.scdn.co/image/ab67616d0000b2730e8ad2c568fb819d76717ca2,joy,1101,6891,7211,2487,5266
10013,Tom Waits,Closing Time,https://i.scdn.co/image/ab67616d0000b2739c853aae7a8aa1db84a52dd8,joy,3077,3118,9359,7318,9633
10014,Witchcraft,Nucleus,https://i.scdn.co/image/ab67616d0000b273dfe5ae96dc0122874bf19aa8,sadness,10281,9917,7484,576,6862
10015,WALL,WALL EP,https://i.scdn.co/image/ab67616d0000b273f788b68b71bfa4064ced9af1,sadness,10669,5256,4703,3651,2030
10016,Villagers,Where Have You Been All My Life?,https://i.scdn.co/image/ab67616d0000b273b83cf0faeed42102ed659a8c,joy,10897,9634,116,8994,254
10017,Fingers Inc.,Another Side,https://i.scdn.co/image/ab67616d0000b273a38f5bf23f9b4145a4cb3773,joy,1091,4274,5792,2580,773
10018,The Thermals,Desperate Ground,https://i.scdn.co/image/ab67616d0000b2736331e685e6b7fbe505dc9e94,joy,23,1671,3217,2779,10226
10019,Shuggie Otis,Inspiration Information,https://i.scdn.co/image/ab67616d0000b27360079d49347274db9e6c8155,joy,4796,1133,8185,31,8592
10020,Major Lazer,Free the Universe,https://i.scdn.co/image/ab67616d0000b2736072cf92e874da9507de3e74,anger,9042,9368,7808,9559,2854
10021,Team Ghost,Rituals,https://i.scdn.co/image/ab67616d0000b273dff66ff35580f7f76c17693e,joy,6896,9471,1061,2748,2392
10022,Masta Killa,Selling My Soul,https://i.scdn.co/image/ab67616d0000b27394d39c0959f234f596466aa3,anger,9461,1463,3845,3813,7890
10023,Stars of the Lid,The Ballasted Orchestra,https://i.scdn.co/image/ab67616d0000b2734ff36aa8a2da556464a7a276,surprise,7006,4419,10113,6927,9717
10024,Kowloon Walled City,Container Ships,https://i.scdn.co/image/ab67616d0000b2733582777b64b44f9973b7d914,surprise,319,2186,3992,6658,879
10025,Julie Byrne,Not Even Happiness,https://i.scdn.co/image/ab67616d0000b273f97718a7713ebea757b25230,sadness,9192,7246,1439,5189,9513
10026,Tobin Sprout,The Universe and Me,https://i.scdn.co/image/ab67616d0000b273c420bb789311b679d521c82d,joy,8387,264,8606,2218,5890
10027,Oso Oso,The Yunahon Mixtape,https://i.scdn.co/image/ab67616d0000b273066c9179781cbc06c449b001,anger,489,1443,8761,5445,3700
10028,Björk,Homogenic,https://i.scdn.co/image/ab67616d0000b273934a734586b2a0a7fbddb81e,anger,9221,519,7574,4491,5359
10029,Various Artists,New Gen,https://i.scdn.co/image/ab67616d0000b273a7f24b902cf8487327942ab9,joy,615,10787,1597,2989,3566
10030,Mozzy,Fake Famous,https://i.scdn.co/image/ab67616d0000b2735e80a68345cf8838271bf77b,anger,1125,2465,3503,3249,127
10031,Iron Reagan,Crossover Ministry,https://i.scdn.co/image/ab67616d0000b27322ff68a00fd41a30c6454b76,anger,4356,3715,3207,3223,9563
10032,Protomartyr,No Passion All Technique,https://i.scdn.co/image/ab67616d0000b2735350c4e52d778ea74307e0cf,sadness,1499,7291,9262,7501,6486
10033,Sigur Rós,Kveikur,https://i.scdn.co/image/ab67616d0000b273d2388c226e1ab495973435ab,surprise,9049,7625,1426,210,86
10034,Coma Cinema,Posthumous Release,https://i.scdn.co/image/ab67616d0000b273f623815ba57f3012e200e277,sadness,4698,482,6506,9658,11016
10035,Wampire,Curiosity,https://i.scdn.co/image/ab67616d0000b2736389f6637424ebc08ec8584d,joy,5367,583,10116,5550,4347
10036,Rodan,Fifteen Quiet Years,https://i.scdn.co/image/ab67616d0000b2738332dfe03b129cab0ced4cae,sadness,3426,3977,7034,6344,5801
10037,Gold Panda,Half of Where You Live,https://i.scdn.co/image/ab67616d0000b27308f175fc8154e5fd94347943,surprise,4113,7225,217,10248,5940
10038,These New Puritans,Field of Reeds,https://i.scdn.co/image/ab67616d0000b273a67c4e1ffe3f13e636d76aec,anger,2306,784,9011,8443,4169
10039,Beach House,7,https://i.scdn.co/image/ab67616d0000b2730af2276ae66a42e73eb07683,joy,2472,1531,3600,8331,2800
10040,Simian Mobile Disco,Murmurations,https://i.scdn.co/image/ab67616d0000b2731714dccc2f56802150c9876a,surprise,9824,7203,9006,6693,3117
10041,Junglepussy,JP3,https://i.scdn.co/image/ab67616d0000b273afd259c82011df4f2a0167ce,anger,3085,7850,1090,5298,936
10042,Aïsha Devi,DNA Feelings,https://i.scdn.co/image/ab67616d0000b27350b553f6dfa19e38c92259ee,joy,3143,8092,4221,1302,9558
10043,Jon Hopkins,Singularity,https://i.scdn.co/image/ab67616d0000b2739d9126ec04bb005c687291a5,surprise,779,324,7479,10477,6582
10044,Damien Jurado,The Horizon Just Laughed,https://i.scdn.co/image/ab67616d0000b273c5bb26cff830612eebacf92e,sadness,5271,6019,7314,5221,6880
10045,BlocBoy JB ,Simi,https://i.scdn.co/image/ab67616d0000b27359ba1bf8385cb016e62a26c0,anger,8563,3691,6060,9589,3865
10046,Ben LaMar Gay,Downtown Castles Can Never Block the Sun,https://i.scdn.co/image/ab67616d0000b2731d54daaeecfbb381d5773c76,anger,2405,1135,1304,199,5684
10047,Amber Mark ,Conexão EP,https://i.scdn.co/image/ab67616d0000b27302a6db0b89ddd4a54684b778,joy,6031,7536,5515,1952,3015
10048,David Sylvian,Everything and Nothing,https://i.scdn.co/image/ab67616d0000b2735f72db10839bd9d54f9ee953,anger,3417,5963,5705,7679,1458
10049,Fatboy Slim,Halfway Between the Gutter and the Stars,https://i.scdn.co/image/ab67616d0000b27399225a6f8183e46b8162c967,anger,7672,8895,6728,9765,4235
10050,Coldplay,Parachutes,https://i.scdn.co/image/ab67616d0000b2733d92b2ad5af9fbc8637425f0,joy,8398,5722,761,3614,5803
10051,U2,All That You Can't Leave Behind,https://i.scdn.co/image/ab67616d0000b273e3f4221446f724b575a9aafb,surprise,364,1490,7585,2933,5748
10052,Death Cab for Cutie,Forbidden Love EP,https://i.scdn.co/image/ab67616d0000b27350a5d6550d827b79bf0ea08c,joy,3385,4202,7528,8136,847
10053,Q and Not U,No Kill No Beep Beep,https://i.scdn.co/image/ab67616d0000b27355f74d4797a6f2f0dd2c7e7f,anger,2523,1179,925,5689,9163
10054,PJ Harvey,"Stories From the City, Stories From the Sea",https://i.scdn.co/image/ab67616d0000b27309e4ac9a68d9ea5ef0ad9b05,joy,9351,532,7929,1347,5266
10055,AIDS Wolf,The Lovvers,https://i.scdn.co/image/ab67616d0000b273639acdefda0d5f4e17b2f386,anger,8332,6072,63,5875,9294
10056,Man Man,Six Demon Bag,https://i.scdn.co/image/ab67616d0000b273cf3537a6b4bc268e4981c36e,sadness,10449,10764,1835,3786,8020
10057,Animals,Animalism,https://i.scdn.co/image/ab67616d0000b273f3ffe8052096aaaf698a86e2,joy,7730,6003,8504,1448,9249
10058,Test Icicles,Boa vs. Python,https://i.scdn.co/image/ab67616d0000b273d0a924d070c64baf7d7a9519,sadness,2790,10349,4923,8700,10725
10059,The Subways,Young for Eternity,https://i.scdn.co/image/ab67616d0000b2735882beab219820af6d3705e1,joy,6947,2822,4457,4009,2454
10060,In Flames,Come Clarity,https://i.scdn.co/image/ab67616d0000b273ed586e4217bede4ee519dbff,sadness,6290,10954,6448,3394,969
10061,Nine Horses,Snow Borne Sorrow,https://i.scdn.co/image/ab67616d0000b2736135a7fde9e1e3716109fdae,sadness,1907,10574,5734,7617,4143
10062,Mr. Oizo,Lamb's Anger,https://i.scdn.co/image/ab67616d0000b27334fda6a34ff477964262cef1,sadness,7120,6136,5210,7229,7741
10063,Lotus Plaza,The Floodlight Collective,https://i.scdn.co/image/ab67616d0000b273f9904bd0d4851f25059d555c,anger,1705,2739,1808,845,3582
10064,Fever Ray,Fever Ray,https://i.scdn.co/image/ab67616d0000b273a44e98559fd579646679c16d,surprise,4641,2540,7224,2597,1036
10065,M. Ward,Transfiguration of Vincent,https://i.scdn.co/image/ab67616d0000b2739ae6127da86c853b8a5d4b28,sadness,183,3270,922,6000,8239
10066,The Decemberists,Castaways and Cutouts,https://i.scdn.co/image/ab67616d0000b273243e90f4d1c5f3e3c2a52edf,joy,7169,10380,3380,6565,10050
10067,Smog,Supper,https://i.scdn.co/image/ab67616d0000b273ecf6708e07636f24c026cd43,joy,9616,8915,6507,1782,2797
10068,Jeff Hanson,Son,https://i.scdn.co/image/ab67616d0000b273d49163a2361ce88426df378d,surprise,6762,9986,7707,3840,2501
10069,Muggs,Dust,https://i.scdn.co/image/ab67616d0000b273103e157f11739086d0b65303,joy,9144,7680,1339,3412,8175
10070,Looper,The Snare,https://i.scdn.co/image/ab67616d0000b2733d7e61e1b718c069b2a72af6,surprise,665,5132,5583,4978,7526
10071,Dälek,From Filthy Tongue of Gods and Griots,https://i.scdn.co/image/ab67616d0000b2737cae373129319f8d429b64c7,sadness,10177,10213,4992,2981,9641
10072,Bright Eyes,"Lifted, or, The Story Is in the Soil, Keep Your Ear to the Ground",https://i.scdn.co/image/ab67616d0000b27368fa6a8ed6c81d6a96adcf5e,sadness,2320,8676,5602,4998,10316
10073,Sunday's Best,The Californian,https://i.scdn.co/image/ab67616d0000b2732a959e4d241f0c8ca6a2a675,surprise,10011,403,8587,3408,2275
10074,The Microphones,Song Islands,https://i.scdn.co/image/ab67616d0000b2735158619d88d3d404e01ea866,sadness,5224,9939,2016,4813,10551
10075,Boom Box 2000,Boom Box 2000,https://i.scdn.co/image/ab67616d0000b273bcb6dd25562cd66845f905af,anger,703,4789,646,10511,3354
10076,Soft Landing,Soft Landing,https://i.scdn.co/image/ab67616d0000b27300852bdf3431088ade068285,surprise,1502,8295,6430,2615,6715
10077,R. Kelly,Love Letter,https://i.scdn.co/image/ab67616d0000b273ae74a03933acd52c9281c475,joy,5009,2349,5770,3808,562
10078,The Phantom Band,The Wants,https://i.scdn.co/image/ab67616d0000b27301486dd028e9634af6b05c66,sadness,5659,407,3094,10796,9668
10079,Heartless Bastards,All This Time,https://i.scdn.co/image/ab67616d0000b273cc0811481ee0588955ca03c7,sadness,502,4926,700,990,5620
10080,Snowglobe,Oxytocin,https://i.scdn.co/image/ab67616d0000b2736f59f358c91221f4cf614f51,sadness,1627,2159,3139,223,10516
10081,The Roots,Game Theory,https://i.scdn.co/image/ab67616d0000b273b275d8830eef32c207bbf573,anger,219,278,6366,607,8063
10082,Agalloch,Ashes Against the Grain,https://i.scdn.co/image/ab67616d0000b273e46eb11cdd11b9f821796aa5,sadness,4657,7275,10341,8728,9407
10083,Kelis,Kelis Was Here,https://i.scdn.co/image/ab67616d0000b273f7c1f1c40c77e6d3e67195a2,anger,5288,8388,2316,7898,6158
10084,M. Ward,Post-War,https://i.scdn.co/image/ab67616d0000b273479668a77d87ab49ba81475e,joy,312,2568,3123,3246,1962
10085,Matt & Kim,Grand,https://i.scdn.co/image/ab67616d0000b273acbe616ad7ba01c2f335dd0a,joy,749,6809,3809,9925,10927
10086,A.C. Newman,Get Guilty,https://i.scdn.co/image/ab67616d0000b2739ecee85655dc87ba00f77ac7,joy,947,1518,7651,3481,5319
10087,Daniel Martin Moore,Stray Age,https://i.scdn.co/image/ab67616d0000b2736afa5f2a36664be60d5fa480,joy,7924,1573,2235,5694,7567
10088,Boduf Songs,How Shadows Chase the Balance,https://i.scdn.co/image/ab67616d0000b27324d83070cc029ef698726f5c,sadness,373,5694,1400,196,1699
10089,Bon Iver,Blood Bank EP,https://i.scdn.co/image/ab67616d0000b27335018788537f9ea1eb8785dc,surprise,4040,8459,2398,1978,10901
10090,Sparks,Exotic Creatures of the Deep,https://i.scdn.co/image/ab67616d0000b27389848f25c4e89e9d3e648b32,joy,1329,378,6101,7011,5055
10091,These Arms Are Snakes,Tail Swallower & Dove,https://i.scdn.co/image/ab67616d0000b2737a9c11e5bbc2cae7bf6f39ac,joy,9148,2745,10990,3655,10457
10092,Trentemøller,Into the Great Wide Yonder,https://i.scdn.co/image/ab67616d0000b27323678170d562b9396b28c289,joy,5267,7152,10458,414,10653
10093,The Drums,The Drums,https://i.scdn.co/image/ab67616d0000b273e707737e51a877d351012c1e,sadness,10706,4328,4359,1096,9249
10094,Here We Go Magic,Pigeons,https://i.scdn.co/image/ab67616d0000b273cef9defdcd0c2cb4874b65ec,surprise,642,126,963,4066,7044
10095,Ariel Pink's Haunted Graffiti,Before Today,https://i.scdn.co/image/ab67616d0000b273e6d607273a39fc70ca100606,joy,578,6903,8694,7153,1835
10096,Melvins,The Bride Screamed Murder,https://i.scdn.co/image/ab67616d0000b2736dfcf78256b3194b50a0af11,sadness,7823,2142,3258,2442,5135
10097,Heems,Wild Water Kingdom,https://i.scdn.co/image/ab67616d0000b273bc8ad1e059f104c9728cffc1,anger,3804,3209,6563,4802,6306
10098,Holly Herndon,Movement,https://i.scdn.co/image/ab67616d0000b273e00020e039e242273d6d9b59,surprise,9030,8675,8467,6722,7231
10099,El Perro Del Mar,Pale Fire,https://i.scdn.co/image/ab67616d0000b2734b9eeb8e5f7b2c3010d9dca4,joy,251,5540,9602,1597,9949
10100,The Evens,The Odds,https://i.scdn.co/image/ab67616d0000b2735e29985b88dbf38ef20275ed,sadness,2224,4244,4224,540,125
10101,Lust for Youth,Growing Seeds,https://i.scdn.co/image/ab67616d0000b2734681cf6affd342deb950a712,joy,7941,10138,631,7416,3910
10102,Black Moth Super Rainbow,SeeFu Lilac,https://i.scdn.co/image/ab67616d0000b2733c098b9f94fe04ee00d61707,anger,9068,6148,5289,6552,1485
10103,Junior Boys,Big Black Coat,https://i.scdn.co/image/ab67616d0000b27370d25d80becc100937e951a7,joy,10644,3608,4348,8319,466
10104,Kevin Gates,Islah,https://i.scdn.co/image/ab67616d0000b2739b78cdf77301fc50d06423b3,anger,8981,7898,2046,7782,9727
10105,Chester Watson,Past Cloaks,https://i.scdn.co/image/ab67616d0000b273938fdb9c2457eeecf67b9293,anger,2148,4439,7155,5666,2998
