id,artist,album,album_art,top_emotion,id1,id2,id3,id4,id5
2555,Leonard Cohen,Live in Dublin,https://i.scdn.co/image/ab67616d0000b273906e2df9242324db4f216e8d,joy,3834,3646,4711,8191,1266
2556,Primordial,Where Greater Men Have Fallen,https://i.scdn.co/image/ab67616d0000b273ea319693cae30ce24f6c6dc4,sadness,2860,6652,2858,1243,2547
2557,Mary J. Blige,The London Sessions,https://i.scdn.co/image/ab67616d0000b273f8d34b93457faf753277350c,sadness,528,5318,4123,10753,2021
2558,Old Man Gloom,The Ape of God,https://i.scdn.co/image/ab67616d0000b2735a7ef48245606aaf960bd34c,sadness,7930,2468,1562,5875,6418
2559,Chumped,Teenage Retirement,https://i.scdn.co/image/ab67616d0000b273cf51cec1f333aec80b6188e0,sadness,6302,6801,4678,9423,6175
2560,The Dolls,The Dolls,https://i.scdn.co/image/ab67616d0000b273eda9478c39a21e1cdc6609ca,sadness,9119,10309,1294,1016,2007
2561,Larkin Grimm,Harpoon,https://i.scdn.co/image/ab67616d0000b273a23798899fd159e1200b274f,sadness,9513,5423,269,7654,5287
2562,Cave In,Perfect Pitch Black,https://i.scdn.co/image/ab67616d0000b2730e033ca2ee063fbecf093f09,sadness,8218,2547,3556,4805,6418
2563,Feist,Metals,https://i.scdn.co/image/ab67616d0000b2731c13593fbc8c75cd2ef28ab0,joy,5233,5452,4054,6535,6236
2564,Craig Wedren,WAND,https://i.scdn.co/image/ab67616d0000b273255b328bce70a3915a1ed9c0,surprise,2631,1803,5776,1629,4465
2565,J. Cole,Cole World: The Sideline Story,https://i.scdn.co/image/ab67616d0000b27399da48a530f6ca2ef86da3cc,anger,2387,9914,7912,10361,2711
2566,Mastodon,The Hunter,https://i.scdn.co/image/ab67616d0000b273d12883c8550b771dc55ed416,joy,5813,9262,3127,7501,9378
2567,Cerebral Ballzy,Cerebral Ballzy,https://i.scdn.co/image/ab67616d0000b27308455cc83fec3a618e53327c,anger,6241,4392,9721,4022,9998
2568,The Bad Plus,These Are the Vistas,https://i.scdn.co/image/ab67616d0000b273756dbe6b6ed250a41de8db04,joy,3123,10084,6141,992,547
2569,K.C. Accidental,Captured Anthems for an Empty Bathtub,https://i.scdn.co/image/ab67616d0000b273719d86e4899a8bcac60cc996,joy,2058,8781,5489,3601,1999
2570,Pretty Girls Make Graves,The New Romance,https://i.scdn.co/image/ab67616d0000b273c5ff11095050dfe89de13827,sadness,3921,815,8415,8017,7121
2571,Centro-matic,Love You Just the Same,https://i.scdn.co/image/ab67616d0000b27323bf40f268829c8f1103d966,joy,1981,7077,3283,9629,7467
2572,Califone,Sometimes Good Weather Follows Bad People,https://i.scdn.co/image/ab67616d0000b2737f31925914f560ab159b5f06,anger,6202,8677,7234,6510,518
2573,Felix Da Housecat,Kittenz and Thee Glitz,https://i.scdn.co/image/ab67616d0000b2730942f17871c326c2f82b124e,joy,147,5155,5678,5455,3034
2574,Mirah,Advisory Committee,https://i.scdn.co/image/ab67616d0000b273bc7d1a84349a88357ded106f,joy,10286,1126,10622,261,4902
2575,Moonface,Organ Music Not Vibraphone Like I'd Hoped,https://i.scdn.co/image/ab67616d0000b27393bfee1e394c2ebdc14d9cf4,joy,7634,8466,8474,8034,820
2576,Grieves,Together/Apart,https://i.scdn.co/image/ab67616d0000b2735d841736c8a18e89b5dea4f8,anger,2554,7749,1931,9588,6769
2577,Release the Sunbird,Come Back to Us,https://i.scdn.co/image/ab67616d0000b273a53dca28fe04fd770de134e9,joy,7516,4019,6781,3812,6126
2578,Archers of Loaf,Icky Mettle,https://i.scdn.co/image/ab67616d0000b27379217d80905ed226bdf8913c,anger,6614,816,7074,3048,1382
2579,Viva Brother,Famous First Words,https://i.scdn.co/image/ab67616d0000b273894344a9ca929170e9ce07fe,sadness,5735,10717,1454,9423,2370
2580,Ssion,Bent,https://i.scdn.co/image/ab67616d0000b2733adf020859a2f698a66dd020,joy,1091,10017,6039,9567,1952
2581,Grooms,Prom,https://i.scdn.co/image/ab67616d0000b273a04c3b11cfb6932fbd2d398b,joy,7763,3864,3303,4696,4058
2582,Fredrik,Trilogi,https://i.scdn.co/image/ab67616d0000b273220bfaca01e4ecedb5241d44,anger,3711,2271,756,8227,3090
2583,Efterklang,Magic Chairs,https://i.scdn.co/image/ab67616d0000b2736a6fef11f11bb60428cbbc14,joy,6953,1782,10067,6634,3211
2584,Xiu Xiu,"Dear God, I Hate Myself",https://i.scdn.co/image/ab67616d0000b273c83d41485a6f70cb64211d2e,sadness,3496,4895,3272,3967,536
2585,Phantogram,Eyelid Movies,https://i.scdn.co/image/ab67616d0000b273217c8890619b8a884bc0f89e,sadness,3518,4599,5521,4687,9387
2586,Holly Miranda,The Magician's Private Library,https://i.scdn.co/image/ab67616d0000b273abe095381286d658fe315dd1,joy,977,10380,3066,344,3105
2587,Marvin Gaye,"Here, My Dear",https://i.scdn.co/image/ab67616d0000b273d9e83bbcf06d8d39f0adbb8e,joy,5429,9401,4114,4673,1133
2588,The Beach Boys,1967 - Sunshine Tomorrow,https://i.scdn.co/image/ab67616d0000b27309855fbc08bc11e23cfd298d,joy,332,9969,232,961,8198
2589,Algiers,The Underside of Power,https://i.scdn.co/image/ab67616d0000b2734698b03eb4da17bf76d62bd2,anger,6086,7194,10307,5175,8004
2590,White Suns,Psychic Drift,https://i.scdn.co/image/ab67616d0000b27382c6e601cd99ba56b4313bcf,sadness,1292,6395,6077,5467,3158
2591,MIKE,May God Bless Your Hustle,https://i.scdn.co/image/ab67616d0000b2737bd71035dec829e99ebb4764,sadness,3272,4110,2584,4693,7851
2592,Nicholas Britell,Moonlight (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b273255ea0f63ae2e67ac6b487f6,joy,10113,2081,6927,9539,8073
2593,Turtlenecked,Vulture,https://i.scdn.co/image/ab67616d0000b273bc28cb6da3c72d64f8057a18,sadness,3221,2,9330,1144,7437
2594,Washed Out,Mister Mellow,https://i.scdn.co/image/ab67616d0000b273704830c02ab7c7489bc71849,sadness,1096,2647,10057,5479,7784
2595,Mother Mother,Touch Up,https://i.scdn.co/image/ab67616d0000b2734f2dc51d1c8453753af90ad0,sadness,8133,3812,6539,540,503
2596,Ted Leo and the Pharmacists,Living With the Living,https://i.scdn.co/image/ab67616d0000b2736533381cd807aa76329ce517,sadness,8147,6739,4921,4804,2314
2597,Tracey Thorn,Out of the Woods,https://i.scdn.co/image/ab67616d0000b27305ca0ed5b12d2b46221a82ec,joy,9180,4641,1036,10064,6145
2598,Nadja,Touched,https://i.scdn.co/image/ab67616d0000b27366192203b7c352714cc57e63,joy,9816,3471,9910,9490,2032
2599,Pagoda,Pagoda,https://i.scdn.co/image/ab67616d0000b2734cbdc219cdf22b96e423fef5,sadness,7500,4415,8711,5345,7046
2600,The Stooges,The Weirdness,https://i.scdn.co/image/ab67616d0000b273a1734be2bdf36e58b58df7b2,anger,7029,6486,8309,1773,640
2601,LCD Soundsystem,Sound of Silver,https://i.scdn.co/image/ab67616d0000b273e6272ad26e7a55bc342a6dd0,joy,7250,9893,6245,7161,10401
2602,Look Mexico,Uniola,https://i.scdn.co/image/ab67616d0000b2732e6ff5e5475d69bc371545a9,surprise,8849,5331,1131,4708,7588
2603,James Ferraro,Human Story 3,https://i.scdn.co/image/ab67616d0000b2738143d98e6ac02dabaddd53e9,joy,8970,2665,5791,7519,6976
2604,Puro Instinct,Autodrama,https://i.scdn.co/image/ab67616d0000b2731891282dcdfd961dacbfd160,sadness,4730,1443,5226,3700,5214
2605,Blood Orange,Freetown Sound,https://i.scdn.co/image/ab67616d0000b273706a733634175d413dedfe54,joy,1023,6969,2742,8920,7975
2606,River Tiber,Indigo,https://i.scdn.co/image/ab67616d0000b273127b3c17cdb8432473b553a6,anger,400,10125,9716,750,363
2607,Let’s Eat Grandma,"I, Gemini",https://i.scdn.co/image/ab67616d0000b27335c327da3bdefb531a4183c5,sadness,3968,7692,1192,2020,1184
2608,Lungfish,Sound in Time,https://i.scdn.co/image/ab67616d0000b2734d6233bd9880aef3d383354d,anger,11026,7830,1923,7471,9581
2609,Arthur & Yu,In Camera,https://i.scdn.co/image/ab67616d0000b2737a6f120cf37630628ec6798e,joy,7393,8530,6515,6568,211
2610,Jason Isbell,Sirens of the Ditch,https://i.scdn.co/image/ab67616d0000b27313aafa510d40a1b0d13159f7,anger,6201,5251,3449,1398,4497
2611,Spoon,Ga Ga Ga Ga Ga,https://i.scdn.co/image/ab67616d0000b2731b1612933593decb7fd96773,anger,6316,2880,7661,9222,2088
2612,Ulrich Schnauss,Goodbye,https://i.scdn.co/image/ab67616d0000b273f330afa15fa40dafe786f061,sadness,9679,609,8963,499,2472
2613,The For Carnation,Promised Works,https://i.scdn.co/image/ab67616d0000b273b13c7d09ce278147c96f106c,anger,4919,9142,4656,10332,2651
2614,Interpol,Our Love to Admire,https://i.scdn.co/image/ab67616d0000b2737d73059fb7108a1ac2a14916,joy,7300,4205,8702,2108,1188
2615,United States of America,United States of America,https://i.scdn.co/image/ab67616d0000b273a82d10a00b1821ce323645c0,joy,3662,798,8946,8295,1502
2616,Mos Def,The New Danger,https://i.scdn.co/image/ab67616d0000b2735df4b79ea8baf27cf3da6492,joy,8759,754,2418,376,5881
2617,Dogs Die in Hot Cars,Please Describe Yourself,https://i.scdn.co/image/ab67616d0000b273442ad0ab030c80bc5e5ef463,joy,11030,3759,1084,4933,162
2618,William Shatner,Has Been,https://i.scdn.co/image/ab67616d0000b273fcb0144fb15bccbef7523786,surprise,4690,1244,5940,3829,421
2619,Elliott Smith,From a Basement on the Hill,https://i.scdn.co/image/ab67616d0000b2739d85767ab4894b3bc2dd0ca4,sadness,4614,10385,190,223,546
2620,Meek Mill,Dreams and Nightmares,https://i.scdn.co/image/ab67616d0000b273f0c746d1b52c883c19b25a51,anger,2190,9229,8421,10676,3350
2621,Mac DeMarco,2,https://i.scdn.co/image/ab67616d0000b2739d377496c6bc8724b521222d,sadness,9973,3010,10377,5934,7205
2622,GRMLN,Explore,https://i.scdn.co/image/ab67616d0000b273925906c81229b3087c2daa5e,joy,10978,6443,684,3735,10429
2623,Cody ChesnuTT,Landing on a Hundred,https://i.scdn.co/image/ab67616d0000b27346b7d24166ff54d41eaa7218,sadness,6263,7821,2891,7861,7724
2624,Main Attrakionz,Bossalinis & Fooliyones,https://i.scdn.co/image/ab67616d0000b2739810559ca136a4356822a410,anger,6769,2537,270,5145,7629
2625,Diamond Rings,Free Dimensional,https://i.scdn.co/image/ab67616d0000b273a4a44980f904f99664314be9,joy,8241,9559,4145,10413,2741
2626,Chad Valley,Young Hunger,https://i.scdn.co/image/ab67616d0000b273aeb0c2426f5ae95c340076df,surprise,10902,6561,10708,4636,5524
2627,PJ Harvey,Uh Huh Her,https://i.scdn.co/image/ab67616d0000b273d4f2a2c5abc30ed9a7789c23,anger,10338,6037,9453,9873,401
2628,"Joel RL Phelps, The Downer Trio",Customs,https://i.scdn.co/image/ab67616d0000b273cd5e5505e6545aa301c7f487,surprise,100,9595,6378,5574,6752
2629,Nick Drake,Made to Love Magic,https://i.scdn.co/image/ab67616d0000b27302209c3c60b4cc83158ec470,surprise,440,4248,8712,4948,8748
2630,Sage Francis,Sick of Waiting Tables,https://i.scdn.co/image/ab67616d0000b273da65f5d9c3daa4890a2ead21,sadness,3219,9488,4442,225,621
2631,Minus Story,"The Captain Is Dead, Let the Drum Corpse Dance",https://i.scdn.co/image/ab67616d0000b2734b033ea2e17fa5f843ef123d,surprise,2564,5776,1629,1803,9594
2632,Placebo,Black Market Music,https://i.scdn.co/image/ab67616d0000b2737f02102fd54b157fd1dd6fa4,anger,7746,6711,8384,4730,3115
2633,The Jayhawks,Smile,https://i.scdn.co/image/ab67616d0000b273a11386db6672261cdb919b94,joy,848,9547,5902,851,5097
2634,Clinic,Internal Wrangler,https://i.scdn.co/image/ab67616d0000b2730c331b4a1e661fc1f18c6ac9,surprise,1141,1726,8242,10143,2807
2635,Black Box Recorder,The Facts of Life,https://i.scdn.co/image/ab67616d0000b27310a592773cb559c1a4b53594,joy,6155,768,8803,3021,811
2636,Sleater-Kinney,All Hands on the Bad One,https://i.scdn.co/image/ab67616d0000b273bc0cc9799e78aa086f95809b,anger,333,4729,10010,1354,8473
2637,Hot Snakes,Automatic Midnight,https://i.scdn.co/image/ab67616d0000b2735fb92ebe8e1cb2e37bc51d5d,sadness,2274,10472,7908,7445,6763
2638,Soundgarden,Badmotorfinger,https://i.scdn.co/image/ab67616d0000b27386ea45263405a29c7f433d3d,sadness,9118,1318,10483,8151,10778
2639,Nick Hook,Relationships,https://i.scdn.co/image/ab67616d0000b273a9159b1e465157eec2345a79,anger,563,1868,10581,5391,6294
2640,The Rolling Stones,Blue & Lonesome,https://i.scdn.co/image/ab67616d0000b273a7afce056f527eba678349a5,joy,1482,2136,10811,4491,10841
2641,Alex Izenberg,Harlequin,https://i.scdn.co/image/ab67616d0000b27395856d76f47318e2c0354c61,joy,8518,5233,268,3872,6535
2642,Childish Gambino,"“Awaken, My Love!”",https://i.scdn.co/image/ab67616d0000b273b08b996d08001270adc8b555,joy,1508,7499,1029,9792,9341
2643,Säkert!,Säkert!,https://i.scdn.co/image/ab67616d0000b27367f74b459fcbfedbf2eed745,anger,199,5943,5483,5322,6574
2644,Battles,Mirrored,https://i.scdn.co/image/ab67616d0000b273bd02b02e521724a3a4772613,surprise,10731,7388,1056,2009,3956
2645,King L,Drilluminati 2,https://i.scdn.co/image/ab67616d0000b273e42d115a1063ba570617c6e6,anger,4622,10107,8043,10867,3572
2646,Sounds,Living in America,https://i.scdn.co/image/ab67616d0000b2735f7146c148a56bfdb1406a9f,joy,1647,9040,4855,4905,6772
2647,The Rosebuds,Make Out,https://i.scdn.co/image/ab67616d0000b273242068ed11eb18130e907dbe,sadness,7742,10741,2759,2829,10169
2648,Metric,"Old World Underground, Where Are You Now",https://i.scdn.co/image/ab67616d0000b2739c2a9644d6a9c4e6f2259013,joy,6838,8946,9932,9145,5506
2649,Frank Black & the Catholics,Show Me Your Tears,https://i.scdn.co/image/ab67616d0000b2738a45d5c6cd879da77ce64c39,joy,10788,8170,8580,10964,470
2650,Buck 65,Talkin' Honky Blues,https://i.scdn.co/image/ab67616d0000b273545834850320a4bc0b31d0a8,sadness,8707,788,8937,8313,694
2651,Ryan Adams,29,https://i.scdn.co/image/ab67616d0000b2730297882812af4b36682c2090,sadness,10514,6724,9142,6403,8191
2652,Milemarker,Ominosity,https://i.scdn.co/image/ab67616d0000b27382f98b74b748ae5c243c2463,surprise,6156,3426,8992,9442,5933
2653,The Clientele,It's Art Dad,https://i.scdn.co/image/ab67616d0000b273e62464be96595d98f0261819,sadness,4481,8146,9798,4025,1017
2654,Sunn O))),Black One,https://i.scdn.co/image/ab67616d0000b27318cf11719da84ded01baa101,joy,1820,8426,10730,3326,2343
2655,The Decemberists,"What a Terrible World, What a Beautiful World",https://i.scdn.co/image/ab67616d0000b273e06974454d6bbc39962808d7,joy,10553,3894,2807,1047,579
2656,Mike WiLL Made-It,Ransom,https://i.scdn.co/image/ab67616d0000b27387f32427f479a260cd94f8e5,anger,10609,3672,7054,4320,3717
2657,Dawn Richard,Blackheart,https://i.scdn.co/image/ab67616d0000b2738d5678fbeb3d5399dde27a76,sadness,4323,149,3164,10841,8683
2658,Rae Sremmurd,SremmLife,https://i.scdn.co/image/ab67616d0000b2734ca3fb4517ff722918877460,anger,3260,4665,9652,5930,8558
2659,Red Red Meat,There's a Star Above the Manger Tonight,https://i.scdn.co/image/ab67616d0000b273850f8ec147684d7ac32fc45f,joy,3844,6268,3939,1097,1494
2660,Girls,Album,https://i.scdn.co/image/ab67616d0000b2739b57e9b31c831fb2137c38e2,joy,5207,4382,4108,8288,5138
2661,Hallelujah the Hills,Colonial Drones,https://i.scdn.co/image/ab67616d0000b273ac4d8ad07ba1629c07fb5f34,joy,7215,1437,7518,1421,7745
2662,Music Go Music,Expressions,https://i.scdn.co/image/ab67616d0000b273c67f9c53624ab9143b93e272,joy,122,3077,1429,2810,7800
2663,Brother Ali,Us,https://i.scdn.co/image/ab67616d0000b273bd46346a499b7185f4c7fccd,anger,5960,7408,6750,8168,1063
2664,The Twilight Sad,Forget the Night Ahead,https://i.scdn.co/image/ab67616d0000b2736d33618da972d7ac670db063,anger,203,10598,10938,1333,6702
2665,Volcano Choir,Unmap,https://i.scdn.co/image/ab67616d0000b273d55a2ec4f9506b6417a93dee,surprise,7519,5880,6976,3936,9690
2666,The Hidden Cameras,Origin: Orphan,https://i.scdn.co/image/ab67616d0000b273a3cb8ede86d464e629b8561c,joy,3860,10830,7119,10252,4078
2667,J. Tillman,Year in the Kingdom,https://i.scdn.co/image/ab67616d0000b2731b294adabd6d71954413e1a7,surprise,10925,4183,3141,1804,9470
2668,Cheeseburger,Cheeseburger,https://i.scdn.co/image/ab67616d0000b2731438ae1946601216100be8e1,surprise,8591,5926,308,1583,7181
2669,RJD2,The Third Hand,https://i.scdn.co/image/ab67616d0000b273c85f26ac1ca46bc486226195,joy,9206,7069,3472,9506,9296
2670,The Frames,The Cost,https://i.scdn.co/image/ab67616d0000b27327ca07cef612f63fd4d4c0e8,sadness,1928,1945,6298,5174,9091
2671,Dälek,Abandoned Language,https://i.scdn.co/image/ab67616d0000b273536ec0e5f0232fc80b5f8fc5,sadness,6512,2489,9320,4647,7321
2672,Patrick Wolf,The Magic Position,https://i.scdn.co/image/ab67616d0000b273fafaa880cc92802f4c185259,joy,1475,4506,8939,6845,4012
2673,Sun Kil Moon,Ghosts of the Great Highway,https://i.scdn.co/image/ab67616d0000b2739eb39412ac03eb70cd2a8ddc,sadness,3754,3251,2119,4376,3872
2674,Rwake,Voices of Omens,https://i.scdn.co/image/ab67616d0000b273441759d0cda75e360f3c3903,surprise,6804,3604,8218,8724,1479
2675,JEFF the Brotherhood,Wasted on the Dream,https://i.scdn.co/image/ab67616d0000b273420f6146f6ab3fff40243946,sadness,3377,10728,10174,7581,549
2676,Jon Hopkins,Late Night Tales,https://i.scdn.co/image/ab67616d0000b273277d3ef160e79164bc227486,joy,4156,9782,3492,1190,8618
2677,Heems,Eat Pray Thug,https://i.scdn.co/image/ab67616d0000b273182cf076d6216ca9bd973573,anger,1969,5268,5477,5120,8690
2678,Yowler,The Offer,https://i.scdn.co/image/ab67616d0000b2737786a9380f5c49faa34948ee,joy,3043,3664,8748,8225,4835
2679,Eskmo,SOL,https://i.scdn.co/image/ab67616d0000b273f3a630529c303de42fca1a0d,anger,785,8957,10835,8656,1415
2680,Big Thief,Capacity,https://i.scdn.co/image/ab67616d0000b273d1283f35f48f302101d40f43,sadness,4433,5717,5471,1662,546
2681,Jimi Tents,I Can't Go Home,https://i.scdn.co/image/ab67616d0000b273508bcb5817f0b8cd3f377bc6,anger,7379,3229,4587,3644,10510
2682,Smidley,Smidley,https://i.scdn.co/image/ab67616d0000b273ecc2d3f8be709d4c98b71482,anger,8011,9737,1125,6611,6033
2683,Phoenix,Ti Amo,https://i.scdn.co/image/ab67616d0000b2736f85d6ff79800e25b1aba214,anger,6998,6526,7487,6642,1798
2684,Perera Elsewhere,All of This,https://i.scdn.co/image/ab67616d0000b273a9831d55978ca706fbf48e85,anger,5021,1307,5713,683,2409
2685,Cigarettes After Sex,Cigarettes After Sex,https://i.scdn.co/image/ab67616d0000b2736b701428ed4c6e053902174a,joy,6877,9656,6435,1065,3178
2686,Halsey,hopeless fountain kingdom,https://i.scdn.co/image/ab67616d0000b2730f7ad6d8d829906c17cae210,sadness,6538,897,6427,385,9813
2687,Prins Thomas,Prins Thomas,https://i.scdn.co/image/ab67616d0000b2732d9b575423d3530a814810ec,sadness,2077,6730,4569,222,763
2688,Sally Seltmann,Heart That's Pounding,https://i.scdn.co/image/ab67616d0000b2732f2cc577aed77486ce36c412,sadness,3737,8239,8660,1336,4731
2689,Dr. Dog,"Shame, Shame",https://i.scdn.co/image/ab67616d0000b2730478062bc04df0947d232fcb,sadness,1003,3960,2112,10170,9338
2690,White Hills,White Hills,https://i.scdn.co/image/ab67616d0000b2737c1e7531d763798f0ada890a,surprise,1187,6569,3470,6318,10376
2691,Small Black,Small Black EP,https://i.scdn.co/image/ab67616d0000b2733268527fbeb2d25e862d244f,joy,10419,3025,4988,9667,2393
2692,Young Jazz Rebels,Slave Riot,https://i.scdn.co/image/ab67616d0000b273cca829ccaf3ddef687025d6b,sadness,7136,3786,8193,4262,8874
2693,Vondelpark,nyc stuff and nyc bags,https://i.scdn.co/image/ab67616d0000b273fdb336b57ac4741a93ef7c89,joy,4064,1027,4047,6115,10496
2694,The Cool Kids,When Fish Ride Bicycles,https://i.scdn.co/image/ab67616d0000b273094c6f4da8ac37be8a1dcbf4,joy,2925,8506,1484,10870,4351
2695,Pictureplane,Thee Physical,https://i.scdn.co/image/ab67616d0000b273d4b7789a780ed1948bb28977,surprise,5885,8071,4372,10127,5917
2696,Paul Westerberg,Stereo,https://i.scdn.co/image/ab67616d0000b2738f6cefb6772c513afabd016c,anger,10291,2305,4750,582,683
2697,Bonobo,Animal Magic,https://i.scdn.co/image/ab67616d0000b2733c5ad7f1e50e6bb5a08bb74b,anger,6377,467,9147,878,1287
2698,TTC,Ceci N'Est Pas un Disque,https://i.scdn.co/image/ab67616d0000b2738434e0f6f92b96a9f626c483,surprise,9374,821,9354,6289,10956
2699,Cornershop,Handcream for a Generation,https://i.scdn.co/image/ab67616d0000b2737aceee454b3a1221d212ec08,joy,1194,5779,6402,5023,3768
2700,Eels,Souljacker,https://i.scdn.co/image/ab67616d0000b273f2dcb9ce923f02d4c464b649,joy,7092,6090,255,5814,544
2701,Elf Power,Creatures,https://i.scdn.co/image/ab67616d0000b2734d176d5bac446db43b6894b4,anger,10143,6702,1333,6153,805
2702,Cowboy Junkies,Trinity Revisited,https://i.scdn.co/image/ab67616d0000b273e2bec3b040def2493f85b18e,sadness,9557,8967,9936,37,2235
2703,The Dillinger Escape Plan,Ire Works,https://i.scdn.co/image/ab67616d0000b273c2b0ced8518ed8905e48c650,anger,6485,10207,1403,969,938
2704,Los Campesinos!,"Hold on Now, Youngster...",https://i.scdn.co/image/ab67616d0000b273338787fb2b8b8233872e7861,sadness,7568,6301,9613,93,10232
2705,Ducktails,The Flower Lane,https://i.scdn.co/image/ab67616d0000b273a2f7d83bf19739804b02e878,joy,735,9374,1291,7359,4505
2706,Pillowfight,Pillowfight,https://i.scdn.co/image/ab67616d0000b27356133fb72a1f83370059a4fd,joy,4213,10905,5708,6446,8575
2707,Tegan and Sara,Heartthrob,https://i.scdn.co/image/ab67616d0000b273c84d064fdb5b317c8029c2c5,anger,6605,6913,3352,7348,10842
2708,Local Natives,Hummingbird,https://i.scdn.co/image/ab67616d0000b27312843952346aaa03f1f67970,surprise,295,7794,10733,1075,4752
2709,Public Memory,Wuthering Drum,https://i.scdn.co/image/ab67616d0000b2738902de52822d75d8874166f1,sadness,586,3530,2143,4943,10131
2710,Cobalt,Slow Forever,https://i.scdn.co/image/ab67616d0000b273748b64d9fd2f4971b9eaf52b,anger,7571,5175,6471,710,5837
2711,Babyfather,BBF Hosted by DJ Escrow,https://i.scdn.co/image/ab67616d0000b2733fcbd32c7c8efd2386e75692,anger,7690,2565,10476,7660,2102
2712,Kamaiyah,A Good Night in the Ghetto,https://i.scdn.co/image/ab67616d0000b2731774ffb4a502234482038396,anger,10229,8770,9764,7848,10128
2713,The Thermals,We Disappear,https://i.scdn.co/image/ab67616d0000b27303efe232521c8edb7212c06f,sadness,6661,3773,9220,2462,9849
2714,Margo Price,Midwest Farmer's Daughter,https://i.scdn.co/image/ab67616d0000b2739d1c9c227982746104ae76ec,sadness,10827,2019,267,533,6232
2715,The Love Language,Ruby Red,https://i.scdn.co/image/ab67616d0000b2731578f3bf458fcb39ab395455,joy,1188,1181,9439,3963,7300
2716,Grant Hart,The Argument,https://i.scdn.co/image/ab67616d0000b273d74fd3acdd24e631f5394d97,joy,7766,6903,10811,1835,7153
2717,Baroness,Live at Maida Vale,https://i.scdn.co/image/ab67616d0000b27346aa405431d970ba8e605d25,sadness,4061,6503,6825,8439,8280
2718,Nylo,Indigo Summer,https://i.scdn.co/image/ab67616d0000b273cceb4f9a2d1adf48cbb28bc4,sadness,5824,10409,61,3049,3496
2719,AlunaGeorge,Body Music,https://i.scdn.co/image/ab67616d0000b273ec07409fda62ca04e7e31f7d,anger,5376,9178,287,1001,3308
2720,Nite Jewel,Real High,https://i.scdn.co/image/ab67616d0000b27353b4e66150c9be07407a9049,surprise,7412,8127,10372,9852,5378
2721,At the Drive In,in•ter a•li•a,https://i.scdn.co/image/ab67616d0000b27383df798ff5ab21e72dce9ec6,anger,6597,3988,6406,9316,4414
2722,Juana Molina,Halo,https://i.scdn.co/image/ab67616d0000b273b5c4f33a37250282c696b160,anger,9001,561,8601,6523,10737
2723,Full of Hell,Trumpeting Ecstasy,https://i.scdn.co/image/ab67616d0000b273633ed3e3f65da14c53b3aace,sadness,5529,6418,9113,4805,1478
2724,Slowdive,Slowdive,https://i.scdn.co/image/ab67616d0000b273640ce3531798c73d5a1da037,joy,6342,5924,10334,3559,2162
2725,Black Lips,Satan’s graffiti or God’s art?,https://i.scdn.co/image/ab67616d0000b273ac2412f705d576c522eae666,surprise,7761,3944,2427,2484,9798
2726,Joan Shelley,Joan Shelley,https://i.scdn.co/image/ab67616d0000b273b66d03b060eb013f0baee393,surprise,8838,2494,186,4948,3858
2727,Niia,I,https://i.scdn.co/image/ab67616d0000b273668899162ccb9d5b1687dc50,sadness,1771,2757,3757,292,6841
2728,L.A. Carnival,Pose a Question,https://i.scdn.co/image/ab67616d0000b2736fbaccdde175cbdbe7623794,surprise,4742,7482,1138,4620,9814
2729,Califone,Heron King Blues,https://i.scdn.co/image/ab67616d0000b273bc9284930311a936e87a1e76,anger,2174,4173,5682,831,6753
2730,Elbow,Cast of Thousands,https://i.scdn.co/image/ab67616d0000b273bc902959e31a0107e23f7b0c,anger,7528,4384,4202,847,5203
2731,Rondelles,Shined Nickels and Loose Change,https://i.scdn.co/image/ab67616d0000b273602131d289d06c05f00d6249,joy,8068,4406,1838,8548,1980
2732,Bob Dylan,Together Through Life,https://i.scdn.co/image/ab67616d0000b2739c239fa8f7d68820aff40309,joy,5451,7929,2089,8266,9991
2733,A Camp,Colonia,https://i.scdn.co/image/ab67616d0000b2738ba1ad7e2290b0af254e89d2,joy,1064,9068,4204,5203,157
2734,Tinted Windows,Tinted Windows,https://i.scdn.co/image/ab67616d0000b273b8fe482c4d1046b06c70c33d,anger,1971,2372,7592,6743,8211
2735,Thunderheist,Thunderheist,https://i.scdn.co/image/ab67616d0000b273e8abf19d4b2681e8e14d620c,anger,10083,8388,8619,3904,2316
2736,Throw Me the Statue,Purpleface,https://i.scdn.co/image/ab67616d0000b2735e6d3d00448316999d7034d0,surprise,10625,7877,5768,7551,6776
2737,Phoenix,It's Never Been Like That,https://i.scdn.co/image/ab67616d0000b2734ba84e6d1472a0eb41ad2158,anger,1079,8690,4227,6790,2330
2738,Lansing-Dreiden,The Dividing Island,https://i.scdn.co/image/ab67616d0000b273aaca0a16aa1496e4effd9ff2,sadness,3026,9355,5664,9164,10182
2739,Keene Brothers,Blues and Boogie Shoes,https://i.scdn.co/image/ab67616d0000b273576806a4eef89250add72db1,anger,1705,10063,3582,2314,845
2740,Mission of Burma,The Obliterati,https://i.scdn.co/image/ab67616d0000b27390161473d0428e00ffb9602b,joy,4627,10448,2843,5709,7012
2741,The Charlatans,Simpatico,https://i.scdn.co/image/ab67616d0000b273f1b50f47242c04b193ff438f,joy,480,5872,4990,5194,1438
2742,Prefuse 73,One Word Extinguisher,https://i.scdn.co/image/ab67616d0000b27367be19a6f542f2fd76d8fd7c,joy,2605,2993,6969,2211,10575
